Date,Close
2019-03-28,1773.42
2019-03-29,1780.75
2019-04-01,1814.19
2019-04-02,1813.98
2019-04-03,1820.7
2019-04-04,1818.86
2019-04-05,1837.28
2019-04-08,1849.86
2019-04-09,1835.84
2019-04-10,1847.33
2019-04-11,1844.07
2019-04-12,1843.06
2019-04-15,1844.87
2019-04-16,1863.04
2019-04-17,1864.82
2019-04-18,1861.69
2019-04-22,1887.31
2019-04-23,1923.77
2019-04-24,1901.75
2019-04-25,1902.25
2019-04-26,1950.63
2019-04-29,1938.43
2019-04-30,1926.52
2019-05-01,1911.52
